ACCOUNT_NUMBER,COMPANY_AREA,GEOGRAPHIC_AREA,MONTH_NAME,YEAR_NAME,MONTH_YEAR,TYPE_OF_ACTIVITY,PRODUCT_COMBO,INTERNET_SPEED,SOURCE_OF_SALE,TYPE_OF_CONNECT_INSTALL,CUSTOMER_DISCONNECT_REASON,MONTHLY_RECURRING_REVENUE,EXPENSE_SALES_AND_MARKETING,EXPENSE_CONNECT_INSTALL,EXPENSE_PRODUCT_SUPPORT,TOTAL_EXPENSE,TOTAL_MARGIN
75918417,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75918418,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918419,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75918420,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918421,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918422,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918423,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918424,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918425,MID-ATLANTIC AREA,EAST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918426,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918427,MID-ATLANTIC AREA,EAST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75918428,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918429,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918430,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918431,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918432,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918433,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918434,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75918435,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918436,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918437,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918438,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FAST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75918439,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$20.00,-$5.00,-$22.00,-$47.00,$53.00
75918440,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918441,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918442,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918443,MID-ATLANTIC AREA,NORTH-EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75918444,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918445,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918446,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75918447,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918448,MID-ATLANTIC AREA,SOUTH-EAST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75918449,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75918450,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75918451,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75918452,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918453,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
75918454,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75918455,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918456,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75918457,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918458,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918459,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918460,MID-ATLANTIC AREA,SOUTH-WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75918461,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918462,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918463,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75918464,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75918465,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918466,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918467,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75918468,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918469,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918470,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918471,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,COMPETITION,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918472,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918473,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$18.00,-$12.00,-$20.00,-$50.00,$0.00
75918474,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918475,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918476,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918477,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918478,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75918479,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75918480,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918481,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918482,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75918483,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75918484,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75918485,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918486,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918487,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75918488,MID-ATLANTIC AREA,EAST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75918489,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918490,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918491,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75918492,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918493,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$100.00,-$20.00,-$5.00,-$22.00,-$47.00,$53.00
75918494,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918495,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75918496,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75918497,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918498,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTER,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75918499,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75918500,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75918501,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75918502,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918503,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918504,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918505,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918506,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918507,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918508,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75918509,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTER,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$75.00,-$20.00,-$5.00,-$22.00,-$47.00,$28.00
75918510,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FAST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75918511,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918512,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75918513,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75918514,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918515,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75918516,MID-ATLANTIC AREA,NORTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918517,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918518,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918519,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75918520,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918521,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75918522,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$20.00,-$5.00,-$22.00,-$47.00,$53.00
75918523,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75918524,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75918525,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918526,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918527,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75918528,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75918529,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918530,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75918531,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,SERVICE,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918532,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918533,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$20.00,-$5.00,-$22.00,-$47.00,$28.00
75918534,MID-ATLANTIC AREA,SOUTH-EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918535,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FAST,,,MOVED,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75918536,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75918537,MID-ATLANTIC AREA,SOUTH-EAST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
